,0.1,0.5,0.9,
100,2.237171717,1.501656566,1.101494949, 
125,2.165367742,1.500258065,1.101212903, 
150,2.103740492,1.498765101,1.100384787, 
175,2.056604269,1.499691297,1.100098522, 
200,2.022909548,1.500884422,1.100291457, 
,,,,
,0.1,0.5,0.9,
100,2.244626263,1.501090909,1.100828283,
125,2.16196129,1.500103226,1.100154839,
150,2.105118568,1.500572707,1.100519016,
175,2.058929392,1.499192118,1.099809524,
200,2.026623116,1.498517588,1.099698492,
